route_name,name,type,direction,start_km,length_m
평택제천선,수룡1교,교량,평택,91.07,35.0
평택제천선,하구암3교,교량,제천,92.249,120.0
평택제천선,하구암3교,교량,평택,92.249,120.0
평택제천선,하구암7교,교량,제천,94.82,90.0
평택제천선,하구암7교,교량,평택,94.82,90.0
평택제천선,가흥1교,교량,제천,96.08,320.0
평택제천선,가흥1교,교량,평택,96.08,320.0
평택제천선,가흥2교,교량,제천,97.13,480.0
평택제천선,가흥2교,교량,평택,97.13,480.0
평택제천선,가흥3교,교량,제천,98.09,100.0
평택제천선,가흥3교,교량,평택,98.09,100.0
평택제천선,남한강대교,교량,제천,99.27,1442.0
평택제천선,남한강대교,교량,평택,99.27,1442.0
평택제천선,잠병교,교량,제천,102.0,35.258
평택제천선,잠병교,교량,평택,102.0,35.258
평택제천선,영덕1교,교량,제천,103.86,100.0
평택제천선,영덕1교,교량,평택,103.86,100.0
평택제천선,영덕3교,교량,제천,106.85,410.0
평택제천선,영덕3교,교량,평택,106.85,410.0
평택제천선,산척1교,교량,제천,108.39,770.0
평택제천선,산척1교,교량,평택,108.39,770.0
평택제천선,영덕4교,교량,제천,110.6,40.0
평택제천선,영덕4교,교량,평택,110.6,40.0
평택제천선,명서1교,교량,제천,111.3,240.0
평택제천선,명서1교,교량,평택,111.3,240.0
평택제천선,명서2교,교량,제천,111.712,90.0
평택제천선,명서2교,교량,평택,111.712,105.0
평택제천선,명서3교,교량,제천,112.071,165.0
평택제천선,명서3교,교량,평택,112.095,150.0
평택제천선,명서4교,교량,제천,112.357,70.0
평택제천선,명서4교,교량,평택,112.361,80.0
평택제천선,산척2교,교량,평택,115.428,540.0
평택제천선,산척2교,교량,제천,115.43,540.0
평택제천선,명서5교,교량,평택,117.33,70.0
평택제천선,명서7교,교량,제천,117.387,245.0
평택제천선,명서6교,교량,평택,117.452,105.0
평택제천선,장선교,교량,제천,118.988,30.0
평택제천선,장선교,교량,평택,119.007,30.0
평택제천선,사곡교,교량,평택,123.758,35.0
평택제천선,사곡교,교량,제천,123.761,35.0
평택제천선,진교,교량,제천,125.396,70.0
평택제천선,진교,교량,평택,125.396,70.0
평택제천선,제천JCT1교,교량,평택,126.625,180.0
평택제천선,제천JCT1교,교량,제천,126.625,180.0
평택제천선,금광1터널,터널,제천,40.564,806.0
평택제천선,금광1터널,터널,평택,40.588,802.0
평택제천선,금광2터널,터널,제천,43.121,369.0
평택제천선,금광2터널,터널,평택,43.128,380.0
평택제천선,금광3터널,터널,평택,44.325,498.0
평택제천선,금광3터널,터널,제천,44.355,457.0
평택제천선,안진터널,터널,평택,49.341,2355.0
평택제천선,안진터널,터널,제천,49.401,2300.0
평택제천선,수리산터널,터널,제천,76.58,212.0
평택제천선,수리산터널,터널,평택,76.58,212.0
평택제천선,신니터널,터널,제천,79.82,309.0
평택제천선,신니터널,터널,평택,79.82,309.0
평택제천선,노은1터널,터널,제천,86.77,979.0
평택제천선,노은1터널,터널,평택,86.77,968.0
평택제천선,노은2터널,터널,제천,88.48,206.0
평택제천선,노은2터널,터널,평택,88.48,210.0
평택제천선,노은3터널,터널,제천,88.93,368.0
평택제천선,노은3터널,터널,평택,88.93,356.0
평택제천선,노은4터널,터널,제천,89.45,535.0
평택제천선,노은4터널,터널,평택,89.45,450.0
평택제천선,중앙탑터널,터널,제천,95.33,679.0
평택제천선,중앙탑터널,터널,평택,95.33,679.0
평택제천선,산척1터널,터널,제천,105.67,1062.0
평택제천선,산척1터널,터널,평택,105.67,1079.0
평택제천선,산척2터널,터널,제천,107.49,274.0
평택제천선,산척2터널,터널,평택,107.7,218.0
평택제천선,천등산1터널,터널,제천,110.62,399.0
평택제천선,천등산1터널,터널,평택,110.64,442.0
평택제천선,천등산2터널,터널,제천,111.54,119.0
평택제천선,천등산3터널,터널,제천,112.46,2645.0
평택제천선,천등산3터널,터널,평택,112.46,2619.0
평택제천선,산척3터널,터널,제천,115.912,1256.0
평택제천선,산척3터널,터널,평택,115.923,1274.0
평택제천선,산척4터널,터널,제천,117.628,1243.0
평택제천선,산척4터널,터널,평택,117.668,1191.0
평택제천선,금성터널,터널,제천,118.98,4427.0
평택제천선,금성터널,터널,평택,119.02,4465.0
